,Comment,Class,preprocessing_result
648,"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1,ltscriptgtdocumentwritelta targetself href new arive ebayltagtltimg styletextdecorationnoneborderpaddingmargin src targetself href new arive ebayltagtltimg styletextdecorationnoneborderpaddingmargin src gtltnoscriptgt﻿
649,just came to check the view count﻿,0,came check view count﻿
650,LIKKEE﻿,0,likkee﻿
651,subscribe﻿,1,subscribe﻿
652,i like this song because of all the animals and i like this song .﻿,0,like song animal like song ﻿
653,katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,1,katy beautiful song catchy im rapper subscriber thumb hate take shit water splash balls﻿
654,epic﻿,0,epic﻿
655,Check out this video on YouTube:﻿,1,check video youtube﻿
656,https://www.reverbnation.com/slicknick313/songs﻿,1,
657,Admit it you just came here to check the number of viewers ﻿,0,admit came check number viewer ﻿
658,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,0,nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿
659,Eminem rap can be easy for a boy but I can do that﻿,0,eminem rap easy boy that﻿
660,Like this in 2015! :D﻿,0,like d﻿
661,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1,come follow watch stream﻿
662,plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,1,plz subscribe channel need sub sub back need help﻿
663,Your the best♣♥﻿,0,best♣♥﻿
664,http://vimeo.com/106865403﻿,1,
665,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,1,thank katyperryvevo instagram like axeljonssons﻿
666,I subscribed it<br />﻿,1,subscribed itbr ﻿
667,PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,0,psy got lot money youtube got billion view view world d﻿
668,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0,dumb guy billion view million people earth also know equal smartie pants﻿
669,Eminem rocks!﻿,0,eminem rocks﻿
670,This video is kinda close to 1 million  views <br />﻿,0,video kinda close million view br ﻿
671,hi everyone this is cool check out sexy and i know it﻿,1,hi everyone cool check sexy know it﻿
672,https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1,﻿
673,In my head this is like 2 years ago.. Time FLIES﻿,0,head like year ago time flies﻿
674,I loved this song when I was in my teenage years!﻿,0,loved song teenage years﻿
675,Best for partying ﻿,0,best partying ﻿
676,i love this song﻿,0,love song﻿
677,"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿",0,let honest wouldnt last day jungle stop living n fairy world﻿
678,Check out this video on YouTube:﻿,1,check video youtube﻿
679,I like This Comment and do not kill :P﻿,1,like comment kill p﻿
680,WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿,0,wat da fuck viewed video youtube﻿
681,this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,1,song give strength love lyric video really brings lyric life im getting known fast rap meaning thumb piss next water toilet quiet﻿
682,katy perry  just stop it and dont do a song i dont like it﻿,0,katy perry stop dont song dont like it﻿
683,She is fit﻿,0,fit﻿
684,....subscribe......  ......to my........  .....channel.......﻿,1,subscribe channel﻿
685,"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!﻿",0,funny thing view spam bot mean cmon billion view bs﻿
686,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1,vote katy emas katycats
687,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0,psy gangnam style 강남스타일 mv
688,Check out this video on YouTube:﻿,1,check video youtube﻿
689,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",1,come check new youtube chhanel going posting daily﻿
690,nice ..very nice﻿,0,nice nice﻿
691,I hav absolutely no idea what he's saying. Is it even a language?﻿,0,hav absolutely idea he saying even language﻿
692,Check out this video on YouTube:﻿,1,check video youtube﻿
693,Almost to a billion :)﻿,0,almost billion ﻿
694,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1,please friend read book repass
695,Check out this video on YouTube:﻿,1,check video youtube﻿
696,If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,1,looking new music listen check cece song called deadme itunes music video right youtube﻿
697,My telephone!﻿,0,telephone﻿
698,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿,0,anyone else think video theme bit insult day later ﻿
699,You are the music hero😍😎﻿,0,music hero😍😎﻿
700,Check out this video on YouTube:﻿,1,check video youtube﻿
701,Follow me on Twitter @mscalifornia95﻿,1,follow twitter mscalifornia﻿
702,Check out this video on YouTube:﻿,1,check video youtube﻿
703,Take a look at this video on YouTube:﻿,1,take look video youtube﻿
704,I love this sooooooooooooong I love katy perry﻿,0,love sooooooooooooong love katy perry﻿
705,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,0,love rihanna 😍😍😍😍♧from thailand♧﻿
706,Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?﻿,0,screw chinese crap dont even understand saying isnt speaking english like everyone should﻿
707,Check out this video on YouTube:﻿,1,check video youtube﻿
708,"You exactly who u want to be,watching your favourite rappers on tv﻿",0,exactly u want bewatching favourite rapper tv﻿
709,Check out this video on YouTube:﻿,1,check video youtube﻿
710,Check out this video on YouTube:﻿,1,check video youtube﻿
711,"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz﻿",1,hey guy please join fight help abusedmistreated animal fund go helping pay vet billsand helping find home place extra emphasis helping disabled animal one otherwise would put sleep animal organization donate please
712,https://www.facebook.com/myfunnyriddles﻿,1,
713,super music﻿,0,super music﻿
714,Hey guys subscribe to my channel for no reason! Please!..﻿,1,hey guy subscribe channel reason please﻿
715,2011- the last year of decent music.﻿,0,last year decent music﻿
716,good music﻿,0,good music﻿
717,That shake and that golden and black robot were really partying ﻿,0,shake golden black robot really partying ﻿
718,love this song﻿,0,love song﻿
719,Check out this playlist on YouTube:﻿,1,check playlist youtube﻿
720,Charlie from Lost!﻿,0,charlie lost﻿
721,"969,210 dislikes like dislike themselves﻿",0,dislike like dislike themselves﻿
722,not 2 million view anymore :))﻿,0,million view anymore ﻿
723,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,0,people believe illuminati stupid people believe made american government﻿
724,Katy Perry's songs are the best of the songs of women artists.﻿,0,katy perry song best song woman artists﻿
725,PSY is a good guy﻿,0,psy good guy﻿
726,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0,song insanebr dance listening song lol﻿
727,It should be illegal to be this goodlooking as this babe is...﻿,0,illegal goodlooking babe is﻿
728,awesome﻿,0,awesome﻿
729,Subscribe me Secret videos :D﻿,1,subscribe secret video d﻿
730,EMINEM the best EVER.﻿,0,eminem best ever﻿
731,Charlie from LOST﻿,0,charlie lost﻿
732,subscribe to me﻿,1,subscribe me﻿
733,Plizz withing my channel ﻿,1,plizz withing channel ﻿
734,Love your song makes me happy﻿,0,love song make happy﻿
735,thumb up if you watching in 2015 and  you like it﻿,0,thumb watching like it﻿
736,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",0,believe soccer promotes terrorism bad choice shakira﻿
737,Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1,help please
738,Feels and emotions in this song...God damn﻿,0,feel emotion songgod damn﻿
739,Eminem THE BEST !﻿,0,eminem best ﻿
740,OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this﻿,0,omg people watched video billion people world billion watched this﻿
741,The best world cup song ever!!!!﻿,0,best world cup song ever﻿
742,Oppa! Yeah! Best Song!﻿,0,oppa yeah best song﻿
743,I came here because of Vanoss.﻿,0,came vanoss﻿
744,Please subscribe to us and thank you﻿,1,please subscribe u thank you﻿
745,This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0,favorite song ever love party rock everybody﻿
746,Love﻿,0,love﻿
747,Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,1,come check musicim spamming load video try get music across new people﻿
748,http://www.gofundme.com/gvr7xg﻿,1,
749,Like this comment if you are watching on a phone﻿,1,like comment watching phone﻿
750,this is increidebl﻿,0,increidebl﻿
751,Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0,almost katys birthday october th let say happy birthday katy ♥♥♥♥♥♥﻿
752,Check out this playlist on YouTube:﻿,1,check playlist youtube﻿
753,Check out this video on YouTube:﻿,1,check video youtube﻿
754,please suscribe i am bored of 5 subscribers try to get it to 20!﻿,1,please suscribe bored subscriber try get ﻿
755,....I stil lisening this :)﻿,0,stil lisening ﻿
756,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0,going hear roar soundsofsunday ﻿
757,Love your songs<br />Supper cool<br />﻿,0,love songsbr supper coolbr ﻿
758,great song you go katy!﻿,0,great song go katy﻿
759,Lets party﻿,0,let party﻿
760,Boooobs﻿,0,boooobs﻿
761,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",1,cool song check animal trafficking petitionbr href
762,http://www.bubblews.com/news/6401116-vps-solutions﻿,1,
763,Check out this video on YouTube:<br />﻿,1,check video youtubebr ﻿
764,just checking the views﻿,0,checking views﻿
765,Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,1,hey guy jaylan wanted everybody know yall subscribe please would great new gaming channel uploaded yetbut upload hit sub thank d﻿
766,She is a perfect wonder.....﻿,0,perfect wonder﻿
767,So freaking sad...﻿,0,freaking sad﻿
768,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",0,cmon katy close subscriberscome another hit like happen﻿
769,I found out this song now﻿,0,found song now﻿
770,imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0,imagine guy put adsense view u could pay ur morgage﻿
771,follow me on instagram bigboss286﻿,1,follow instagram bigboss﻿
772,Check out this video on YouTube:﻿,1,check video youtube﻿
